,matchId,gameDurationSeconds,championBlueTop,championBlueJG,championBlueMid,championBlueBot,championBlueSup,championRedTop,championRedJG,championRedMid,championRedBot,championRedSup,goldDifference,blueGrubCount,redGrubCount,blueDragonCount,redDragonCount,blueBaronCount,redBaronCount,blueAtakhan,redAtakhan,winner
0,NA1_5237383717,2198,54,91,103,145,12,79,245,238,110,526,-740,3,1,1,4,0,2,1,0,1
0,NA1_5237105600,1780,82,121,119,800,12,8,799,23,236,40,3521,6,0,3,1,1,0,0,0,0
0,NA1_5240975831,1562,69,120,517,360,111,83,238,61,800,12,3086,5,1,4,0,0,0,1,0,0
0,NA1_5237813986,1839,58,141,134,81,50,150,120,103,145,12,-1187,0,6,1,3,0,1,0,1,1
0,NA1_5237774529,1897,58,64,131,222,497,799,120,61,360,526,2355,6,0,3,1,0,1,0,1,1
0,NA1_5237233585,2070,164,72,800,119,526,78,120,157,22,412,2475,3,3,2,3,0,2,0,1,1
0,NA1_5237218563,1513,412,80,517,145,53,6,120,31,42,267,-2231,1,5,1,2,0,0,0,1,1
0,NA1_5235414685,2015,8,60,246,51,37,266,120,61,202,16,2080,6,0,1,4,0,1,1,0,1
0,NA1_5235395250,1263,122,104,45,81,517,893,120,246,99,555,805,3,3,0,2,0,0,0,0,0
0,NA1_5235370296,1507,67,120,893,42,432,150,36,777,21,526,2110,6,0,1,3,0,0,1,0,0
0,NA1_5235351844,938,106,59,517,221,432,78,120,82,51,99,-5088,6,0,0,2,0,0,0,0,1
0,NA1_5234516857,2001,58,120,7,202,432,164,876,42,523,412,1295,6,0,2,2,1,0,1,0,0
0,NA1_5234076143,924,799,120,99,96,117,126,421,84,29,40,3645,2,4,1,1,0,0,0,0,0
0,NA1_5234023932,1749,114,56,3,202,43,19,80,901,950,111,-133,0,6,3,1,1,0,1,0,0
0,NA1_5234003485,1436,799,106,893,145,526,79,120,55,222,267,-572,3,3,1,2,0,0,1,0,0
0,NA1_5233955682,2549,799,120,112,42,432,58,254,142,145,412,-4364,3,3,4,2,1,0,0,1,0
0,NA1_5233941916,2284,799,77,517,222,518,246,120,142,161,89,-100,3,3,2,3,0,1,0,1,0
0,NA1_5233926202,1248,799,62,101,222,117,58,120,112,81,43,278,3,3,2,1,0,0,0,0,0
0,NA1_5233733693,1633,24,200,84,523,12,54,120,166,29,117,248,5,1,1,2,0,1,0,1,1
0,NA1_5233704679,1709,24,120,134,42,142,82,72,126,145,57,4254,6,0,4,0,1,0,1,0,0
0,NA1_5233422173,1719,875,120,893,22,111,92,131,777,81,43,2328,3,3,2,2,1,0,1,0,0
0,NA1_5233403413,1096,23,234,34,143,43,57,120,910,81,201,1565,6,0,2,0,0,0,0,0,0
0,NA1_5233377430,1182,240,203,1,221,117,27,120,90,901,89,4604,5,1,2,0,0,0,0,0,0
0,NA1_5233295598,1960,516,56,910,145,412,86,120,126,21,800,-926,3,3,2,3,1,0,0,1,0
0,NA1_5244017039,1941,85,56,91,202,43,150,62,79,81,267,-770,3,2,0,4,0,1,0,1,1
0,NA1_5244001225,922,19,30,517,15,80,122,62,61,222,98,-1641,1,4,1,0,0,0,0,0,1
0,NA1_5243366134,1625,897,76,75,222,800,799,35,90,51,43,-1747,3,3,0,3,0,1,0,1,1
0,NA1_5241054452,919,114,107,163,42,7,126,104,517,21,412,7249,5,1,1,0,0,0,0,0,0
0,NA1_5240316283,1774,122,68,246,81,555,54,107,238,30,40,1876,6,0,3,1,1,0,1,0,0
0,NA1_5240263908,946,799,72,142,81,43,106,234,517,29,16,-4403,3,3,1,1,0,0,0,0,1
0,NA1_5240247912,1180,799,76,777,42,412,150,104,61,222,143,8477,5,1,1,0,0,0,0,0,0
0,NA1_5239964731,1628,233,35,105,910,117,98,121,103,81,43,85,5,1,3,0,0,0,1,0,0
0,NA1_5239729989,1121,897,77,134,429,526,122,200,893,42,201,-54,3,3,1,1,0,0,0,0,1
0,NA1_5242166760,1354,246,80,245,18,267,39,106,517,42,117,346,5,1,0,3,0,0,0,1,1
0,NA1_5239701564,1868,266,131,157,51,518,86,80,103,119,111,2914,6,0,2,2,1,0,1,0,0
0,NA1_5239087308,1800,875,9,799,119,16,516,131,134,51,99,-4947,6,0,2,2,1,0,1,0,0
0,NA1_5234183677,1738,58,80,105,523,101,31,59,13,29,117,331,4,2,3,1,0,0,0,1,0
0,NA1_5234133053,1875,2,131,145,800,235,240,200,90,22,12,-1800,0,6,1,3,1,0,1,0,0
0,NA1_5234105980,1640,6,64,800,145,147,27,5,26,29,117,2980,6,0,2,1,0,0,1,0,0
0,NA1_5234093074,934,67,30,166,18,22,27,59,26,96,555,-4341,3,3,0,2,0,0,0,0,1
0,NA1_5234051324,910,6,5,27,360,111,799,64,55,81,147,-6138,6,0,0,2,0,0,0,0,1
0,NA1_5234042772,911,126,234,103,42,235,6,163,55,21,432,-4517,3,3,0,2,0,0,0,0,1
0,NA1_5234028276,916,157,143,13,202,526,3,200,8,51,43,6639,6,0,2,0,0,0,0,0,0
0,NA1_5232157569,1647,897,799,800,145,526,122,254,245,202,60,-3937,3,3,0,4,0,1,0,1,1
0,NA1_5230814133,1966,79,59,166,42,164,266,24,800,81,142,2008,1,5,3,1,0,0,1,0,0
0,NA1_5230799793,1223,518,234,43,22,201,98,131,517,110,111,1944,2,4,2,0,0,0,0,0,0
0,NA1_5230028736,1764,9,80,43,81,555,92,141,887,222,60,3772,6,0,1,3,0,0,1,0,0
0,NA1_5229700270,2109,98,62,777,42,526,41,64,103,157,60,414,3,3,2,3,1,0,0,1,0
0,NA1_5229674545,1415,24,131,134,498,44,92,5,893,202,526,-4294,0,6,0,3,0,0,0,1,1
0,NA1_5229504702,1744,86,131,127,42,43,57,254,157,910,267,-1612,3,3,3,1,1,0,1,0,0
0,NA1_5229461674,1309,777,120,3,119,117,122,107,142,42,53,-443,6,0,0,2,0,0,0,0,1
0,NA1_5243095646,2337,777,141,84,81,432,27,203,131,15,111,-2405,0,6,2,4,1,1,0,1,1
0,NA1_5238993700,3388,266,143,103,15,111,164,121,84,81,432,807,4,2,1,7,0,3,0,1,1
0,NA1_5236619103,1431,54,234,4,81,60,31,62,246,142,89,2239,6,0,1,1,0,0,1,0,0
0,NA1_5236579032,1424,10,56,91,42,555,154,64,7,110,147,-4215,2,4,1,2,0,0,0,1,1
0,NA1_5234600711,1628,222,59,163,58,117,67,62,13,81,432,4924,3,3,3,1,1,0,1,0,0
0,NA1_5233296249,1652,126,131,45,21,16,164,141,84,81,432,1236,3,3,2,2,0,1,1,0,1
0,NA1_5229268464,989,897,121,43,51,432,68,28,777,202,555,7270,6,0,2,0,0,0,0,0,0
0,NA1_5229059438,1740,897,11,800,50,40,79,254,157,202,432,1133,6,0,0,4,0,1,0,1,1
0,NA1_5228082942,971,36,9,777,99,142,19,20,134,42,432,-5771,0,6,0,2,0,0,0,0,1
0,NA1_5226062837,1865,27,120,800,42,267,92,56,8,51,432,-1000,3,3,1,3,1,0,0,1,1
0,NA1_5225299431,2352,39,234,101,110,111,14,62,127,119,432,372,1,5,1,4,1,1,1,0,1
0,NA1_5225274742,2012,799,62,131,901,267,86,887,777,81,555,-1610,2,4,0,5,0,1,0,1,1
0,NA1_5225250603,1571,67,122,45,101,267,875,32,142,110,117,-2539,3,3,0,4,0,1,0,1,1
0,NA1_5223600208,1396,92,234,134,222,117,114,20,55,51,432,-8401,0,6,0,3,0,0,0,1,1
0,NA1_5222466820,1660,86,887,161,81,432,122,421,99,221,350,-1082,1,5,2,2,1,0,1,0,0
0,NA1_5219236566,1243,78,233,800,110,432,114,106,91,145,111,-368,6,0,1,1,0,0,0,0,0
0,NA1_5217331080,1681,799,5,86,45,432,126,59,112,910,37,5921,6,0,3,1,1,0,1,0,0
0,NA1_5217308750,1930,799,234,3,45,432,58,5,910,42,53,-4033,3,3,1,4,1,0,0,1,0
0,NA1_5217144680,1654,39,203,131,42,432,122,154,126,800,60,-1087,3,3,2,2,1,0,1,0,0
0,NA1_5217137222,1493,92,24,517,221,101,14,234,131,895,432,-2169,0,6,1,3,0,0,0,1,1
0,NA1_5216694722,1551,875,64,91,99,432,69,20,238,429,89,1071,3,3,1,3,0,0,0,1,1
0,NA1_5216464111,1343,122,245,18,99,888,254,11,517,51,555,-9650,0,6,0,3,0,0,0,1,1
0,NA1_5216441141,2227,86,30,3,21,518,164,64,268,81,432,-2442,3,3,2,4,0,2,0,1,0
0,NA1_5216428269,1711,69,203,268,81,432,75,77,3,42,117,-781,0,6,2,2,1,0,1,0,0
0,NA1_5216051090,1745,57,62,166,45,432,106,113,39,42,40,-208,1,5,2,2,1,0,1,0,0
0,NA1_5215894049,1223,36,234,7,134,432,56,91,3,910,235,-4868,6,0,0,2,0,0,0,0,1
0,NA1_5215856334,1645,799,121,84,81,37,246,234,55,18,161,-4918,2,4,0,4,0,1,0,1,1
0,NA1_5244035250,1256,92,62,103,81,43,2,20,3,22,235,2086,0,6,3,0,0,0,0,0,0
0,NA1_5243377460,1617,897,131,84,429,53,150,122,3,202,43,-2693,3,3,0,4,0,0,0,1,1
0,NA1_5242387469,1473,85,203,3,110,117,24,121,163,222,267,3543,6,0,1,2,0,0,1,0,0
0,NA1_5242296339,2092,157,28,4,145,40,92,107,31,42,201,1688,3,3,1,4,1,1,0,1,1
0,NA1_5242245124,2159,92,245,142,202,526,2,122,3,99,43,2869,6,0,2,2,0,1,1,0,1
0,NA1_5241828328,941,31,30,777,110,497,875,60,8,51,12,-4969,3,3,0,2,0,0,0,0,1
0,NA1_5241807809,1673,133,234,8,22,147,80,78,112,67,43,-1748,4,2,1,2,0,1,0,1,1
0,NA1_5241327240,1776,31,120,26,119,555,114,233,800,42,888,-620,5,1,1,3,0,1,0,1,1
0,NA1_5241314823,1805,31,64,3,112,902,106,56,61,145,223,303,5,1,2,2,0,0,1,0,0
0,NA1_5241271973,2126,41,233,99,42,53,122,64,910,51,267,4672,3,3,2,3,2,0,1,0,0
0,NA1_5241247525,1702,41,9,31,222,412,79,104,268,498,117,2080,6,0,4,0,1,0,1,0,0
0,NA1_5241227196,1398,92,5,142,99,111,126,203,131,145,43,-5263,1,5,1,2,0,0,0,1,1
0,NA1_5240689389,1650,266,57,157,42,497,39,19,8,110,412,-3319,3,3,0,4,0,1,0,1,1
0,NA1_5242269526,1664,245,122,10,81,40,27,5,142,222,201,3273,6,0,3,1,1,0,1,0,0
0,NA1_5239843115,2300,268,91,246,99,147,516,80,142,236,235,294,2,4,4,1,1,1,0,1,0
0,NA1_5238403904,1961,69,11,31,81,43,777,17,68,42,201,698,6,0,1,4,0,1,0,1,1
0,NA1_5237690839,1985,150,64,134,145,44,166,200,112,63,111,-1695,0,6,1,4,0,2,1,0,1
0,NA1_5237654527,2135,799,246,112,51,555,164,163,103,29,117,1280,0,6,0,5,1,1,0,1,1
0,NA1_5231929330,1811,799,143,91,81,800,86,60,1,202,555,-5415,2,4,1,3,0,1,0,1,1
0,NA1_5230384328,923,799,20,42,51,60,92,113,246,910,497,11010,6,0,2,0,0,0,0,0,0
0,NA1_5230337156,1730,150,887,245,221,117,777,122,134,523,412,2985,3,3,3,1,0,1,0,1,1
0,NA1_5230261155,2424,31,203,142,110,235,777,2,84,81,43,-1371,1,5,2,4,2,0,0,1,1
0,NA1_5230230730,1975,420,44,43,51,412,799,59,29,21,432,2338,6,0,3,2,1,0,1,0,0
0,NA1_5229162388,1849,41,76,127,42,40,23,143,134,157,432,-2014,3,3,0,4,0,1,0,1,1
0,NA1_5229148462,1157,126,64,517,42,12,98,80,268,202,60,4542,6,0,2,0,0,0,0,0,0
0,NA1_5229123767,2625,34,234,799,22,800,58,19,112,21,43,-2179,0,6,4,2,1,1,0,1,0
0,NA1_5229100813,1114,799,141,61,51,43,126,104,4,202,60,-6261,2,4,0,2,0,0,0,0,1
0,NA1_5228746752,2118,92,131,166,29,117,58,107,517,157,111,-2896,3,3,0,4,1,0,1,0,1
0,NA1_5228693737,1130,24,122,166,99,432,86,76,777,96,161,-5726,0,6,0,2,0,0,0,0,1
0,NA1_5228149669,1576,897,234,517,222,235,6,154,61,29,888,2817,6,0,0,3,0,0,0,1,1
0,NA1_5228110098,1497,92,9,246,222,497,58,106,711,202,267,37,2,4,3,0,0,0,1,0,0
0,NA1_5228093512,920,799,32,157,96,111,78,36,777,99,526,-5297,0,6,1,1,0,0,0,0,1
0,NA1_5227989678,1468,164,64,3,429,79,24,5,163,145,78,-2825,6,0,1,3,0,0,0,1,1
0,NA1_5227374436,1712,799,246,517,81,526,106,233,8,429,111,-802,6,0,1,3,1,0,0,1,0
0,NA1_5239047151,1417,133,59,34,222,117,86,20,3,221,267,2251,6,0,1,2,0,0,1,0,0
0,NA1_5239034584,934,106,20,80,800,267,799,107,145,29,235,2738,6,0,1,1,0,0,0,0,0
0,NA1_5238684219,912,86,234,134,81,68,799,20,800,498,555,-5245,4,2,0,2,0,0,0,0,1
0,NA1_5238592623,1650,897,143,103,222,37,114,518,157,18,12,-193,6,0,0,4,1,0,0,1,1
0,NA1_5238200744,1361,36,203,245,202,235,6,59,31,81,43,-5160,2,1,0,3,0,0,0,0,1
0,NA1_5237752755,2129,24,5,101,800,267,8,62,166,22,526,-516,4,2,1,4,1,0,0,1,1
0,NA1_5237743683,936,777,120,103,42,60,164,154,799,429,888,10326,4,2,1,0,0,0,0,0,0
0,NA1_5237276041,2031,164,62,112,147,25,68,234,163,22,80,267,3,3,4,1,1,0,1,0,0
0,NA1_5245350894,1691,164,64,134,523,12,82,62,39,800,7,-1728,3,3,3,1,0,0,1,0,0
0,NA1_5243970928,1666,23,11,84,222,517,887,254,131,29,80,-1790,5,1,1,3,0,1,1,0,1
0,NA1_5243646527,1730,84,131,799,202,26,777,122,166,21,111,18,3,3,0,4,0,1,0,1,1
0,NA1_5243605339,1399,887,77,103,222,111,777,234,268,22,12,-4391,3,3,1,2,0,0,0,1,1
0,NA1_5243524756,2831,86,876,75,51,526,126,64,893,81,12,-956,3,3,6,1,1,1,0,1,0
0,NA1_5243427851,1482,799,254,103,110,201,122,246,105,147,267,1501,6,0,2,1,0,0,1,0,0
0,NA1_5243407321,930,164,120,105,15,117,799,122,84,101,80,3449,1,5,1,1,0,0,0,0,0
0,NA1_5243312434,1944,98,203,897,910,89,150,11,55,202,555,-4718,4,2,2,3,0,1,0,1,1
0,NA1_5243247747,1416,17,203,103,202,44,266,107,799,147,235,5870,6,0,3,0,0,0,1,0,0
0,NA1_5243225245,1378,39,77,61,81,201,23,121,84,119,267,-426,3,3,0,2,0,0,0,1,1
0,NA1_5243193885,1595,8,141,39,51,43,106,131,238,15,40,5505,3,3,3,1,1,0,1,0,0
0,NA1_5243057458,1706,74,122,101,51,53,897,5,3,81,555,-1059,2,3,2,2,1,0,0,1,0
0,NA1_5243049643,1804,897,203,127,51,142,150,131,91,145,35,3758,3,3,4,0,1,0,1,0,0
0,NA1_5243033620,2004,27,799,800,37,235,58,254,777,202,161,-1043,5,1,1,4,0,1,0,1,1
0,NA1_5243022379,1855,10,80,3,236,267,875,154,4,81,57,-333,1,5,3,1,1,0,0,1,1
0,NA1_5242649447,1656,126,35,517,202,16,223,77,34,110,80,-2675,4,2,1,3,0,1,0,1,1
0,NA1_5242493181,1536,893,120,81,222,7,92,122,3,51,117,745,6,0,0,4,0,0,0,1,1
0,NA1_5240235997,1832,31,80,3,145,12,150,5,103,222,201,-176,2,4,3,1,1,0,1,0,0
0,NA1_5240218298,2092,897,234,950,910,201,23,76,84,81,89,-64,3,3,1,4,1,1,0,1,1
0,NA1_5234193789,2470,516,120,105,99,201,77,234,55,81,40,-2380,3,3,2,4,1,1,0,1,1
0,NA1_5233757717,1761,133,238,518,145,201,164,80,90,18,143,-1822,3,3,1,3,0,1,0,1,1
0,NA1_5233551742,1659,126,9,238,222,40,86,104,887,910,117,506,6,0,0,3,1,0,1,0,0
0,NA1_5233514287,1859,54,427,777,222,76,14,163,10,221,117,44,6,0,3,0,1,0,1,0,0
0,NA1_5233013466,1766,126,91,268,202,201,39,77,777,429,117,2761,3,3,2,2,1,0,1,0,0
0,NA1_5232942290,1989,799,91,134,81,143,31,203,268,119,201,1418,5,1,2,2,1,0,0,1,0
0,NA1_5230281721,1770,126,78,7,81,201,516,91,105,42,432,957,5,0,2,1,0,0,1,0,0
0,NA1_5230233480,1117,50,64,112,42,57,875,19,103,81,201,-4243,1,5,0,2,0,0,0,0,1
0,NA1_5228198781,1255,13,91,893,18,350,157,131,54,222,201,-4430,0,6,0,2,0,0,0,0,1
0,NA1_5228090005,1535,58,203,3,910,267,122,131,240,143,117,-1845,2,4,0,3,0,0,0,1,1
0,NA1_5228065316,1585,875,163,157,202,201,150,20,221,236,267,-66,6,0,0,4,0,1,0,1,1
0,NA1_5228044941,1910,246,104,131,800,40,266,163,55,145,201,1722,5,1,2,3,0,1,0,1,1
0,NA1_5227954233,1907,266,104,157,800,201,41,59,893,145,497,-1445,5,1,1,3,0,1,0,1,1
0,NA1_5226832326,1503,799,245,112,222,235,157,120,131,51,201,-875,2,4,1,3,0,0,0,1,1
0,NA1_5226161322,999,897,64,800,18,201,56,120,268,29,902,3127,4,2,2,0,0,0,0,0,0
0,NA1_5226124259,1663,67,5,517,110,201,24,427,8,29,32,-741,6,0,1,2,0,1,0,1,1
0,NA1_5224451976,1650,421,62,61,42,201,75,72,800,429,78,-774,6,0,3,1,0,0,1,0,0
0,NA1_5223433125,1181,266,234,3,63,201,875,80,910,42,117,3839,6,0,2,1,0,0,0,0,0
0,NA1_5239082424,1505,41,5,8,910,26,6,887,91,22,432,5348,4,2,4,0,0,0,1,0,0
0,NA1_5239045627,1307,114,234,112,18,117,98,154,103,236,350,-7963,0,6,0,3,0,0,0,1,1
0,NA1_5235274803,1652,72,64,800,222,235,266,104,3,29,117,838,6,0,4,0,1,0,1,0,0
0,NA1_5232357757,1678,85,234,142,222,117,8,107,245,22,26,93,6,0,0,3,0,1,0,1,1
0,NA1_5232345569,965,122,203,142,800,518,9,120,101,51,526,9248,6,0,2,0,0,0,0,0,0
0,NA1_5232333160,1888,33,254,799,18,117,75,11,134,498,147,-34,4,2,2,3,0,1,0,1,1
0,NA1_5232322144,1442,164,120,245,523,800,106,11,799,101,432,-858,3,3,0,3,0,0,0,1,1
0,NA1_5232299317,1905,92,30,157,222,117,8,234,91,145,37,-3316,3,3,3,2,1,0,1,0,0
0,NA1_5232252896,2246,126,59,517,910,37,43,203,45,81,235,-1324,3,3,3,2,0,2,1,0,1
0,NA1_5232227301,1394,6,120,3,523,26,266,91,517,202,142,2166,6,0,1,1,0,0,1,0,0
0,NA1_5232208066,949,799,163,142,42,267,39,421,893,143,43,8930,6,0,1,1,0,0,0,0,0
0,NA1_5231878337,1314,777,203,1,147,235,3,107,517,222,117,6572,5,1,3,0,0,0,1,0,0
0,NA1_5231857958,1381,777,233,142,81,37,103,80,157,236,267,2597,3,3,3,0,0,0,1,0,0
0,NA1_5231828465,2088,266,77,43,429,800,72,233,45,81,350,2744,6,0,1,4,1,0,1,0,0
0,NA1_5231813377,975,39,77,103,81,518,893,143,238,222,7,-2966,1,5,0,1,0,0,0,0,1
0,NA1_5231770039,2125,887,121,69,145,235,6,131,157,895,350,-2529,2,4,4,1,0,2,1,0,0
0,NA1_5231748329,1292,27,91,136,119,518,14,154,61,29,101,5892,2,4,3,0,0,0,0,0,0
0,NA1_5231727483,1754,897,80,893,21,37,10,59,134,523,43,732,5,1,3,1,1,0,1,0,0
0,NA1_5231704948,1801,27,56,3,222,235,887,143,166,15,902,1916,2,4,3,1,1,0,1,0,0
0,NA1_5231685099,1698,799,68,800,222,117,887,64,61,29,518,1366,0,6,3,1,0,0,1,0,0
0,NA1_5231669418,1201,8,32,799,221,350,86,421,134,22,111,-4555,3,3,0,2,0,0,0,0,1
0,NA1_5231663122,910,86,131,518,51,13,44,234,103,42,111,-4311,2,4,0,1,0,0,0,0,1
0,NA1_5231420736,969,85,76,91,202,235,86,5,103,895,43,5533,5,1,2,0,0,0,0,0,0
0,NA1_5231376619,1672,92,64,127,51,40,62,131,157,523,43,-355,3,3,0,4,0,1,0,1,1
0,NA1_5231344264,1583,58,200,84,360,12,887,121,127,18,518,-1509,4,2,1,2,0,0,1,0,0
0,NA1_5231074423,1625,266,30,163,202,12,110,20,777,157,518,-2146,0,6,1,2,0,1,0,1,1
0,NA1_5231021844,1383,222,131,246,799,43,67,91,105,498,60,-1783,4,2,0,3,0,0,0,1,1
0,NA1_5230991433,1747,517,131,39,222,26,24,234,84,81,111,-919,3,3,1,3,0,0,1,0,0
0,NA1_5230849153,1359,164,77,800,110,80,23,107,134,429,555,4166,5,1,2,1,0,0,1,0,0
0,NA1_5230834945,926,80,120,23,42,518,24,254,103,202,267,8413,6,0,2,0,0,0,0,0,0
0,NA1_5244162669,1119,82,203,7,222,114,23,234,131,221,117,5210,6,0,1,1,0,0,0,0,0
0,NA1_5242765867,2374,266,64,99,42,59,34,106,246,15,910,5786,6,0,5,1,0,1,1,0,0
0,NA1_5240767749,1315,92,203,163,81,555,59,20,234,99,78,-3317,1,5,1,2,0,0,0,1,1
0,NA1_5240722415,961,82,64,246,222,267,86,200,7,81,432,-5978,1,5,0,2,0,0,0,0,1
0,NA1_5240289121,1911,86,80,103,202,26,14,76,31,81,235,1133,5,1,3,1,1,0,0,0,0
0,NA1_5240262720,1678,27,80,134,67,412,164,131,163,81,497,832,5,1,3,1,1,0,1,0,0
0,NA1_5232037485,1780,27,141,103,221,497,14,131,134,21,432,-3618,3,3,0,4,0,1,0,1,1
0,NA1_5231947147,925,68,11,238,910,267,86,234,142,222,40,-3996,2,4,1,1,0,0,0,0,1
0,NA1_5231769652,1605,58,64,105,800,432,799,427,134,429,235,6349,6,0,3,1,0,0,1,0,0
0,NA1_5231748679,1811,897,203,163,21,43,164,234,3,81,432,-2621,4,2,0,4,0,0,0,0,1
0,NA1_5231225970,2392,6,11,163,222,63,150,91,103,21,57,-956,3,3,4,2,2,0,0,1,0
0,NA1_5231182463,1998,86,233,163,236,432,74,9,245,42,555,-951,5,1,2,2,1,0,0,1,0
0,NA1_5231138334,1747,14,20,4,51,53,41,91,142,81,432,-1011,3,3,4,1,1,0,1,0,0
0,NA1_5230956922,1982,114,56,61,222,432,67,120,800,81,60,1939,3,3,2,3,1,0,1,0,0
0,NA1_5230904304,2733,266,107,91,800,902,78,56,163,145,432,3610,4,2,4,3,0,3,1,0,1
0,NA1_5230300512,1038,86,104,517,50,44,114,56,163,800,432,-1720,1,5,1,2,0,0,0,0,1
0,NA1_5230273291,1790,163,143,6,21,40,112,107,91,910,37,-5208,3,3,0,4,0,1,0,1,1
0,NA1_5230163951,1769,58,427,90,523,432,266,234,55,222,518,1346,5,1,2,2,0,0,1,0,0
0,NA1_5230132271,2228,266,120,84,42,267,517,121,163,51,235,5689,2,4,1,4,1,1,1,0,1
0,NA1_5230102122,2163,114,203,163,236,432,64,121,55,147,526,-2250,3,0,3,2,0,1,0,1,0
0,NA1_5230084911,1471,31,203,42,147,432,516,120,103,523,412,1396,6,0,2,1,0,0,1,0,0
0,NA1_5230056370,1889,114,30,163,21,37,79,246,893,202,147,-1371,5,1,0,4,0,1,0,1,1
0,NA1_5230034549,2162,106,120,163,51,12,92,77,517,895,59,-845,0,6,2,3,0,2,0,1,1
0,NA1_5230019395,1642,24,254,27,202,16,14,131,142,222,267,-2783,3,3,1,3,0,1,0,1,1
0,NA1_5229753534,2228,6,30,84,202,26,887,104,34,29,43,-625,3,3,1,4,1,1,1,0,1
0,NA1_5229716770,1988,6,32,777,21,63,86,64,136,895,350,-4191,6,0,0,5,0,2,1,0,1
0,NA1_5229670378,1131,43,11,711,81,3,6,141,799,145,89,-1146,0,6,1,1,0,0,0,0,1
0,NA1_5235332677,1214,266,421,518,81,40,84,234,777,99,16,3197,3,3,1,1,0,0,0,0,0
0,NA1_5234496704,1379,92,68,43,222,37,266,131,42,29,555,-6814,3,3,0,2,0,0,0,1,1
0,NA1_5234492297,937,2,5,103,81,147,266,203,163,110,111,4437,1,2,1,1,0,0,0,0,0
0,NA1_5233918918,1170,266,876,517,236,267,27,104,103,110,497,-455,6,0,1,2,0,0,0,0,0
0,NA1_5233906477,1690,887,203,25,145,267,266,64,103,99,78,223,4,2,1,3,0,0,0,1,1
0,NA1_5233887400,1601,897,143,238,800,57,266,154,127,42,432,-889,6,0,1,2,0,1,0,1,1
0,NA1_5233878657,1340,266,143,246,202,111,897,72,106,81,43,1692,6,0,1,2,0,0,1,0,0
0,NA1_5233864692,1714,266,104,517,81,111,126,131,142,42,235,-660,3,3,2,2,0,1,0,1,1
0,NA1_5233859997,1534,126,203,86,50,201,266,145,101,119,80,-3877,2,4,2,1,0,0,0,1,1
0,NA1_5242708665,1652,86,5,1,110,888,85,28,777,222,412,-862,5,1,0,4,0,1,0,1,1
0,NA1_5242576271,1125,164,120,61,81,497,122,28,79,22,235,-2826,0,6,0,2,0,0,0,0,1
0,NA1_5242566115,1633,92,104,134,81,555,517,203,61,360,412,3300,4,2,1,3,0,1,0,1,1
0,NA1_5241328749,1951,31,203,238,81,902,82,20,166,99,235,-4116,3,3,0,5,0,1,0,1,1
0,NA1_5241308967,1639,777,120,134,523,412,897,233,84,119,267,-5160,0,6,1,3,0,1,0,1,1
0,NA1_5241296353,917,150,122,134,15,16,67,203,69,99,117,-4691,6,0,0,1,0,0,0,0,1
0,NA1_5241284334,927,799,200,134,145,60,36,64,18,147,267,9549,5,1,2,0,0,0,0,0,0
0,NA1_5241232438,1794,516,28,246,81,43,27,35,84,18,267,-1245,0,6,0,4,0,0,0,1,1
0,NA1_5241206324,1681,799,141,18,99,44,777,245,800,202,910,4549,6,0,3,0,0,0,0,1,0
0,NA1_5241174529,1599,150,107,136,119,412,36,28,893,18,117,3883,3,2,4,0,1,0,1,0,0
0,NA1_5241081553,2204,897,234,134,51,267,58,245,39,21,526,274,4,2,3,2,1,0,1,0,0
0,NA1_5240840318,1603,266,254,8,221,350,62,107,893,360,526,-5849,3,3,0,4,0,1,0,1,1
0,NA1_5244623813,2063,79,106,142,360,40,23,154,91,42,89,-56,5,1,1,4,0,1,0,1,1
0,NA1_5239583898,1216,266,120,777,910,44,27,122,136,81,99,4694,6,0,2,1,0,0,0,0,0
0,NA1_5237540994,1175,10,120,74,29,350,122,234,517,42,143,7427,3,3,2,0,0,0,0,0,0
0,NA1_5236363603,1810,36,80,45,81,43,777,104,103,202,432,1062,4,2,3,0,1,0,1,0,0
0,NA1_5236203502,1639,24,121,101,22,147,126,203,8,18,117,-678,3,3,2,2,0,0,0,1,0
0,NA1_5236096271,2036,92,76,3,42,888,31,233,18,21,518,-164,3,3,1,4,1,0,1,0,1
0,NA1_5235909266,1790,254,80,134,115,40,897,203,85,81,60,-344,3,3,4,0,1,0,1,0,0
0,NA1_5235893239,1674,6,143,246,115,89,33,120,84,42,432,2478,2,4,1,2,1,0,1,0,0
0,NA1_5235408217,2127,92,245,61,222,350,6,421,518,895,16,1184,4,2,1,4,1,1,0,1,1
0,NA1_5235382300,2095,41,141,268,45,12,42,120,85,27,25,-3049,2,4,3,2,1,1,1,0,1
0,NA1_5235356149,1970,27,120,98,18,497,17,427,42,222,888,-513,6,0,1,4,0,1,0,1,1
0,NA1_5235341853,978,86,120,84,22,43,10,203,163,15,902,-3098,3,3,1,1,0,0,0,0,1
0,NA1_5233875286,1384,6,245,20,221,117,122,80,103,22,44,6323,6,0,1,2,0,0,1,0,0
0,NA1_5233864101,1591,69,200,38,42,267,68,121,1,51,43,-1154,1,5,1,2,0,0,1,0,0
0,NA1_5233434555,1777,83,106,92,910,412,516,427,777,42,267,-2105,3,3,1,3,0,1,0,1,1
0,NA1_5232547555,1989,114,427,166,143,497,126,799,134,202,44,1227,3,3,1,4,0,1,0,1,1
